iter	Logloss
712	0.1138008442
713	0.1137326953
714	0.113711116
715	0.1136239428
716	0.113593144
717	0.1135360785
718	0.1134877593
719	0.1134578139
720	0.1134177445
721	0.1133770954
722	0.1133187732
723	0.1132677187
724	0.1132357162
725	0.1131795394
726	0.1131378648
727	0.1130827055
728	0.1130094989
729	0.1129621522
730	0.1129417335
731	0.1128827347
732	0.1127614112
733	0.1127158639
734	0.1126678143
735	0.1126233555
736	0.1125551741
737	0.1125027962
738	0.1124648859
739	0.1124083028
740	0.1123704825
741	0.1122833141
742	0.1122361776
743	0.1121572144
744	0.1121145993
745	0.1120883746
746	0.1120637909
747	0.1119948358
748	0.1119380628
749	0.1118707033
750	0.1118347892
751	0.1117830223
752	0.1116998155
753	0.1116001405
754	0.1115789873
755	0.1115437843
756	0.1114349749
757	0.1113886088
758	0.1113303869
759	0.1112651328
760	0.1111872268
761	0.1111329964
762	0.1110840598
763	0.1110385571
764	0.1110187761
765	0.1110014359
766	0.1109369842
767	0.1108525319
768	0.1108007822
769	0.1107618893
770	0.1107035712
771	0.1106598038
772	0.110606559
773	0.1105741512
774	0.1105352928
775	0.1104859297
776	0.1104322868
777	0.1103890999
778	0.1103472
779	0.1103157352
780	0.1102708853
781	0.1102482065
782	0.1101778168
783	0.1101316946
784	0.1100858616
785	0.1100487342
786	0.1100125573
787	0.1099594005
788	0.1099005773
789	0.109862457
790	0.1098087723
791	0.1097605214
792	0.1096960007
793	0.109650392
794	0.1096078602
795	0.1095587023
796	0.1095364686
797	0.109498471
798	0.1094345036
799	0.1093867699
800	0.109373875
801	0.1093378896
802	0.1093012449
803	0.1092507318
804	0.1092151317
805	0.1091480478
806	0.1090631732
807	0.1090154587
808	0.1089582329
809	0.1088865304
810	0.1088149728
811	0.1087704197
812	0.1087236085
813	0.1086813377
814	0.1086418851
815	0.1086052644
816	0.1085396401
817	0.108489369
818	0.108444586
819	0.1084003763
820	0.1083625342
821	0.1082668997
822	0.1082002992
823	0.108145361
824	0.1080938445
825	0.1080392078
826	0.1079910699
827	0.1079142544
828	0.107859704
829	0.1078171353
830	0.1077806316
831	0.1077181667
832	0.1076721097
833	0.1075988287
834	0.1075570846
835	0.1075192503
836	0.1074622853
837	0.1074006755
838	0.1073327045
839	0.1072818097
840	0.1072397333
841	0.1072012705
842	0.1071518756
843	0.107043763
844	0.1069888645
845	0.106927194
846	0.1068609782
847	0.1067979093
848	0.1067323061
849	0.1067005177
850	0.1065896999
851	0.1065059061
852	0.1064226635
853	0.1063797908
854	0.1063444376
855	0.1062965748
856	0.1062728671
857	0.1062350196
858	0.1061829483
859	0.1061161683
860	0.1060837433
861	0.1060432958
862	0.1060222452
863	0.1059418155
864	0.105891262
865	0.1058476656
866	0.1058243366
867	0.1058107924
868	0.1057402593
869	0.1056958767
870	0.1056462155
871	0.105606647
872	0.105568923
873	0.1055434429
874	0.1054978096
875	0.1054685274
876	0.1054113035
877	0.1053606538
878	0.105320166
879	0.1052748484
880	0.1052025066
881	0.1051574407
882	0.1051212819
883	0.1050988837
884	0.1050556109
885	0.1050355358
886	0.1050087215
887	0.1049652347
888	0.1049083812
889	0.104871761
890	0.1048222148
891	0.1047858707
892	0.1047724206
893	0.1047108738
894	0.1046686542
895	0.1045964202
896	0.1045459971
897	0.1045031652
898	0.1044500064
899	0.1043984141
900	0.1043752103
901	0.1043374002
902	0.1042924166
903	0.1042304411
904	0.1041818079
905	0.1041176163
906	0.1040772386
907	0.104027237
908	0.1039660312
909	0.1039283918
910	0.1038640062
911	0.1038071414
912	0.1037461819
913	0.1037025992
914	0.1036500458
915	0.1036009797
916	0.103567305
917	0.1035294002
918	0.1034887231
919	0.1034468162
920	0.1033938943
921	0.1033503873
922	0.1033166363
923	0.1032580259
924	0.1032307502
925	0.1031944562
926	0.103121144
927	0.103099564
928	0.1030449704
929	0.1030064117
930	0.1029709889
931	0.1029205909
932	0.1028565566
933	0.1028255936
934	0.102787258
935	0.1027429558
936	0.1026734961
937	0.1026211185
938	0.1025792203
939	0.1025167826
940	0.1024916054
941	0.1024627345
942	0.1024348362
943	0.1023868941
944	0.1023443396
945	0.1022942312
946	0.1022602836
947	0.1022027268
948	0.1021669265
949	0.1021114063
950	0.1020805947
951	0.1020232449
952	0.1019674412
953	0.1019439647
954	0.1019165316
955	0.1018711862
956	0.1018427935
957	0.1018023927
958	0.1017384588
959	0.1016710604
960	0.1016460327
961	0.101614465
962	0.1015892066
963	0.101549599
964	0.101487472
965	0.1014182645
966	0.1013677126
967	0.1013239811
968	0.1012974818
969	0.1012703747
970	0.1012176256
971	0.1011706353
972	0.1011212679
973	0.1010938229
974	0.1010141185
975	0.1009724936
976	0.1009235344
977	0.1009057892
978	0.1008738948
979	0.1008344659
980	0.1007998348
981	0.1007381348
982	0.1006929014
983	0.1006610944
984	0.1005794435
985	0.1005460356
986	0.1005171797
987	0.1004817536
988	0.1004391583
989	0.1003962121
990	0.1003450641
991	0.1002966465
992	0.1002567914
993	0.100217335
994	0.100168468
995	0.1001059449
996	0.1000589397
997	0.1000372809
998	0.1000125651
999	0.09997306724
